   , Year  , Datetime           , Stage                   , Stadium                                           , City                             , Home Team Name               , Home Team Goals, Away Team Goals, Away Team Name               , Attendance, Half-time Home Goals, Half-time Away Goals, Referee                             , Assistant 1                         , Assistant 2                         , RoundID, MatchID, Home Team Initials, Away Team Initials
797, 2014.0, 2014-06-20 19:00:00, Group E                 , Arena da Baixada                                  , Curitiba                         , Honduras                     ,               1,               2, Ecuador                      ,      39224,                  1.0,                  1.0, Ben WILLIAMS (AUS)                  , CREAM Matthew (AUS)                 , ANAZ Hakan (AUS)                    ,     798,   10798, HON               , ECU
798, 2014.0, 2014-06-21 13:00:00, Group F                 , Estadio Mineirao                                  , Belo Horizonte                   , Argentina                    ,               1,               0, IR Iran                      ,      57698,                  0.0,                  0.0, MAZIC Milorad (SRB)                 , RISTIC Milovan (SRB)                , DJURDJEVIC Dalibor (SRB)            ,     799,   10799, ARG               , IRN
799, 2014.0, 2014-06-21 16:00:00, Group G                 , Estadio Castelao                                  , Fortaleza                        , Germany                      ,               2,               2, Ghana                        ,      59621,                  0.0,                  0.0, RICCI Sandro (BRA)                  , DE CARVALHO Emerson (BRA)           , VAN GASSE Marcelo (BRA)             ,     800,   10800, GER               , GHA
800, 2014.0, 2014-06-21 18:00:00, Group F                 , Arena Pantanal                                    , Cuiaba                           , Nigeria                      ,               1,               0, "rn"">Bosnia and Herzegovina",      40499,                  1.0,                  0.0, Peter O'LEARY (NZL)                 , HINTZ Jan Hendrik (NZL)             , RULE Mark (NZL)                     ,     801,   10801, NGA               , BIH
801, 2014.0, 2014-06-22 13:00:00, Group H                 , Estadio do Maracana                               , Rio De Janeiro                   , Belgium                      ,               1,               0, Russia                       ,      73819,                  0.0,                  0.0, BRYCH Felix (GER)                   , BORSCH Mark (GER)                   , LUPP Stefan (GER)                   ,     802,   10802, BEL               , RUS
802, 2014.0, 2014-06-22 16:00:00, Group H                 , Estadio Beira-Rio                                 , Porto Alegre                     , Korea Republic               ,               2,               4, Algeria                      ,      42732,                  0.0,                  3.0, ROLDAN Wilmar (COL)                 , DIAZ Eduardo (COL)                  , LESCANO Christian (ECU)             ,     803,   10803, KOR               , ALG
803, 2014.0, 2014-06-22 18:00:00, Group G                 , Arena Amazonia                                    , Manaus                           , USA                          ,               2,               2, Portugal                     ,      40123,                  0.0,                  1.0, PITANA Nestor (ARG)                 , MAIDANA Hernan (ARG)                , BELATTI Juan Pablo (ARG)            ,     804,   10804, USA               , POR
804, 2014.0, 2014-06-23 13:00:00, Group B                 , Arena da Baixada                                  , Curitiba                         , Australia                    ,               0,               3, Spain                        ,      39375,                  0.0,                  1.0, SHUKRALLA Nawaf (BHR)               , TULEFAT Yaser (BHR)                 , SALEH Ebrahim (BHR)                 ,     805,   10805, AUS               , ESP
805, 2014.0, 2014-06-23 13:00:00, Group B                 , Arena de Sao Paulo                                , Sao Paulo                        , Netherlands                  ,               2,               0, Chile                        ,      62996,                  0.0,                  0.0, Bakary GASSAMA (GAM)                , MENKOUANDE Evarist (CMR)            , KABANDA Felicien (RWA)              ,     806,   10806, NED               , CHI
806, 2014.0, 2014-06-23 17:00:00, Group A                 , Estadio Nacional                                  , Brasilia                         , Cameroon                     ,               1,               4, Brazil                       ,      69112,                  1.0,                  2.0, ERIKSSON Jonas (SWE)                , KLASENIUS Mathias (SWE)             , WARNMARK Daniel (SWE)               ,     807,   10807, CMR               , BRA
807, 2014.0, 2014-06-23 17:00:00, Group A                 , Arena Pernambuco                                  , Recife                           , Croatia                      ,               1,               3, Mexico                       ,      41212,                  0.0,                  0.0, Ravshan IRMATOV (UZB)               , RASULOV Abduxamidullo (UZB)         , KOCHKAROV Bakhadyr (KGZ)            ,     808,   10808, CRO               , MEX
808, 2014.0, 2014-06-24 13:00:00, Group D                 , Estadio das Dunas                                 , Natal                            , Italy                        ,               0,               1, Uruguay                      ,      39706,                  0.0,                  0.0, RODRIGUEZ Marco (MEX)               , TORRENTERA Marvin (MEX)             , QUINTERO Marcos (MEX)               ,     809,   10809, ITA               , URU
